round,full_mean,full_std,simplified_mean,simplified_std,gap_mean
158,0.40696202531645564,0.05517956587057493,0.008227848101265823,0.01022499646924273,0.39873417721518983
159,0.40628930817610065,0.053676951681388356,0.008176100628930818,0.010160688315348122,0.39811320754716983
160,0.40562499999999996,0.05232485666487774,0.008749999999999999,0.010897247358851685,0.396875
161,0.40559006211180126,0.05084449438697594,0.008695652173913044,0.010829562592647635,0.3968944099378882
162,0.4061728395061729,0.04967506058945854,0.009259259259259259,0.011793193317619011,0.39691358024691364
163,0.405521472392638,0.05032544916519223,0.009815950920245401,0.012927182518837716,0.39570552147239263
164,0.40304878048780485,0.05001858667028252,0.00975609756097561,0.012848358235186267,0.39329268292682923
165,0.40181818181818174,0.04894103571690283,0.009696969696969695,0.012770489397397259,0.39212121212121204
166,0.4018072289156627,0.049165632295760736,0.00963855421686747,0.012693558738376793,0.3921686746987952
167,0.40299401197604795,0.04783303097854256,0.009580838323353293,0.01261754940461406,0.3934131736526947
168,0.40297619047619043,0.04649339186947264,0.009523809523809523,0.012542444943872307,0.3934523809523809
169,0.40295857988165673,0.04563891171189032,0.009467455621301777,0.012468229293316853,0.39349112426035493
170,0.40294117647058825,0.044430264943015746,0.009411764705882352,0.012394886768062047,0.3935294117647059
171,0.4035087719298246,0.04484278248580307,0.009941520467836256,0.011998996800399526,0.39356725146198834
172,0.40348837209302324,0.04542331391773166,0.00988372093023256,0.011929235191094878,0.3936046511627907
173,0.40520231213872826,0.04450867052023121,0.009826589595375721,0.011860280074383348,0.3953757225433525
174,0.4057471264367816,0.0436327652783961,0.009770114942528735,0.011792117545220224,0.3959770114942529
175,0.4057142857142857,0.04366851011324069,0.009714285714285713,0.011724734016390397,0.39599999999999996
176,0.4051136363636364,0.04379425152850713,0.009659090909090909,0.011658116209479086,0.3954545454545455
177,0.4056497175141242,0.04330795004912272,0.0096045197740113,0.011592251146148695,0.39604519774011293
178,0.4044943820224719,0.0438778071680149,0.009550561797752809,0.01152712613970966,0.3949438202247191
179,0.4039106145251396,0.04504401060402512,0.009497206703910615,0.01146272878697385,0.39441340782122897
180,0.40444444444444444,0.04552844721899529,0.01,0.011331154474650633,0.39444444444444443
181,0.40331491712707185,0.04688000759247829,0.009944751381215469,0.011268551411254771,0.39337016574585637
182,0.40164835164835166,0.04639198116002571,0.009890109890109891,0.011206636293610515,0.39175824175824175
183,0.40054644808743173,0.045460408602826394,0.009836065573770491,0.011145397843918655,0.39071038251366125
