backend_or_pair,calibrated_radius,cluster_count,contrast,cutoff_or_increment,design_pilot_only,estimate,gate_id,logical_state,margin,metric,multiplier_replicates,multiplier_seed,negative_interpretation,qualification_effect,quantization_bound,raw_radius,scenario,signal_class,signal_repeated,stage,upper_bound
A,0.01739431292806606,12,within_backend_cutoff,20->24,True,0.020600454942672226,cutoff/20-24/A/step/0/late_post_change/mean_photon,0,0.08,mean_photon,199,26194391142674865862117845,inconclusive,,0.0,0.01739431292806606,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.037994767870738286
A,4.2677714035807627e-16,12,within_backend_cutoff,20->24,True,3.543098315384707e-16,cutoff/20-24/A/step/0/late_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194389332070244715324384,inconclusive,,0.0,4.2677714035807627e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,7.81086971896547e-16
A,0.00011797136032601508,12,within_backend_cutoff,20->24,True,0.0001225620941565584,cutoff/20-24/A/step/0/late_post_change/logical_survival,0,0.1,logical_survival,199,26194393237134807726889495,inconclusive,,0.0,0.00011797136032601508,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.00024053345448257345
B,0.026731697839059744,12,within_backend_cutoff,20->24,True,0.05032766048244634,cutoff/20-24/B/step/0/terminal_density,0,0.1,density_trace_distance,199,26194393784516856190022129,inconclusive,,4.1072627674316465e-07,0.026731697839059744,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.07705976904778283
B,3.447490042144767e-07,12,within_backend_cutoff,20->24,True,0.017036589567183458,cutoff/20-24/B/step/0/pre_change/mean_photon,0,0.08,mean_photon,199,26194387744766343479346654,inconclusive,,0.0,3.447490042144767e-07,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.017036934316187673
B,9.644989371965638e-17,12,within_backend_cutoff,20->24,True,8.4202411394198e-17,cutoff/20-24/B/step/0/pre_change/level_probability_l1,0,0.1,level_probability_l1,199,26194379974364638338974598,inconclusive,,0.0,9.644989371965638e-17,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,1.8065230511385439e-16
B,7.136870595383001e-07,12,within_backend_cutoff,20->24,True,0.0015929834578330693,cutoff/20-24/B/step/0/pre_change/logical_survival,0,0.1,logical_survival,199,26194381406950264789297673,inconclusive,,0.0,7.136870595383001e-07,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.0015936971448926075
B,0.005203223430315725,12,within_backend_cutoff,20->24,True,0.013837470700092558,cutoff/20-24/B/step/0/early_post_change/mean_photon,0,0.08,mean_photon,199,26194377682536603212882885,inconclusive,,0.0,0.005203223430315725,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.019040694130408282
B,7.415088813810695e-14,12,within_backend_cutoff,20->24,True,4.9467157838479496e-14,cutoff/20-24/B/step/0/early_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194391733860785753603642,inconclusive,,0.0,7.415088813810695e-14,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,1.2361804597658645e-13
B,1.5339676323293674e-05,12,within_backend_cutoff,20->24,True,0.0004518378588803616,cutoff/20-24/B/step/0/early_post_change/logical_survival,0,0.1,logical_survival,199,26194394873080823035030962,inconclusive,,0.0,1.5339676323293674e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.00046717753520365526
B,0.021567727692057875,12,within_backend_cutoff,20->24,True,0.021908872498086856,cutoff/20-24/B/step/0/late_post_change/mean_photon,0,0.08,mean_photon,199,26194384176593672358014851,inconclusive,,0.0,0.021567727692057875,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.04347660019014473
B,1.290574823662907e-13,12,within_backend_cutoff,20->24,True,9.657467464930818e-14,cutoff/20-24/B/step/0/late_post_change/level_probability_l1,0,0.1,level_probability_l1,199,26194383125740149413088689,inconclusive,,0.0,1.290574823662907e-13,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,2.2563215701559888e-13
B,6.61523487461391e-05,12,within_backend_cutoff,20->24,True,7.896641255702708e-05,cutoff/20-24/B/step/0/late_post_change/logical_survival,0,0.1,logical_survival,199,26194392159596534931386223,inconclusive,,0.0,6.61523487461391e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.0001451187613031662
A,0.028387950875686168,12,within_backend_cutoff,20->24,True,0.054753461749748884,cutoff/20-24/A/step/1/terminal_density,1,0.1,density_trace_distance,199,26194391416504051329695662,inconclusive,,4.1670392843315976e-07,0.028387950875686168,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.08314182932936348
A,4.642379058579967e-07,12,within_backend_cutoff,20->24,True,0.08393149999350658,cutoff/20-24/A/step/1/pre_change/mean_photon,1,0.08,mean_photon,199,26194386052984701210564771,inconclusive,,0.0,4.642379058579967e-07,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.08393196423141243
A,4.3722158410483954e-16,12,within_backend_cutoff,20->24,True,3.3039373775283066e-16,cutoff/20-24/A/step/1/pre_change/level_probability_l1,1,0.1,level_probability_l1,199,26194383233636245158700282,inconclusive,,0.0,4.3722158410483954e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,7.676153218576702e-16
A,5.806606691613741e-06,12,within_backend_cutoff,20->24,True,0.007698913203877093,cutoff/20-24/A/step/1/pre_change/logical_survival,1,0.1,logical_survival,199,26194382756586892042239329,inconclusive,,0.0,5.806606691613741e-06,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.007704719810568706
A,0.06934590516046119,12,within_backend_cutoff,20->24,True,0.09069800458340298,cutoff/20-24/A/step/1/early_post_change/mean_photon,1,0.08,mean_photon,199,26194378387860661454078347,inconclusive,,0.0,0.06934590516046119,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,early_post_change,0.16004390974386418
A,1.393549755351858e-13,12,within_backend_cutoff,20->24,True,1.0451136533219059e-13,cutoff/20-24/A/step/1/early_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194385278910212194479001,inconclusive,,0.0,1.393549755351858e-13,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,2.438663408673764e-13
A,0.0003800180705884638,12,within_backend_cutoff,20->24,True,0.003064264774979633,cutoff/20-24/A/step/1/early_post_change/logical_survival,1,0.1,logical_survival,199,26194385890588574005447555,inconclusive,,0.0,0.0003800180705884638,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.0034442828455680968
A,0.04155274238363514,12,within_backend_cutoff,20->24,True,0.05549360011578982,cutoff/20-24/A/step/1/late_post_change/mean_photon,1,0.08,mean_photon,199,26194385593148683740370840,inconclusive,,0.0,0.04155274238363514,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.09704634249942495
A,6.86348358590789e-17,12,within_backend_cutoff,20->24,True,4.439969745291454e-17,cutoff/20-24/A/step/1/late_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194391704302693579536756,inconclusive,,0.0,6.86348358590789e-17,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,1.1303453331199344e-16
A,0.000256647118597359,12,within_backend_cutoff,20->24,True,0.0002470224755711699,cutoff/20-24/A/step/1/late_post_change/logical_survival,1,0.1,logical_survival,199,26194382733860997847365472,inconclusive,,0.0,0.000256647118597359,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.0005036695941685289
B,0.0509166615385168,12,within_backend_cutoff,20->24,True,0.07046461767406415,cutoff/20-24/B/step/1/terminal_density,1,0.1,density_trace_distance,199,26194392228171533162003094,inconclusive,,4.1164862035820984e-07,0.0509166615385168,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.1213816908612013
B,5.55560635137157e-07,12,within_backend_cutoff,20->24,True,0.08393122968578874,cutoff/20-24/B/step/1/pre_change/mean_photon,1,0.08,mean_photon,199,26194394891629309619380246,inconclusive,,0.0,5.55560635137157e-07,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.08393178524642388
B,1.6303215190613457e-14,12,within_backend_cutoff,20->24,True,1.4077726772961986e-14,cutoff/20-24/B/step/1/pre_change/level_probability_l1,1,0.1,level_probability_l1,199,26194378717243151827580063,inconclusive,,0.0,1.6303215190613457e-14,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,3.038094196357544e-14
B,5.811620329735738e-06,12,within_backend_cutoff,20->24,True,0.007702081586021629,cutoff/20-24/B/step/1/pre_change/logical_survival,1,0.1,logical_survival,199,26194387918385744960839624,inconclusive,,0.0,5.811620329735738e-06,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.007707893206351365
B,2.607564649215651e-06,12,within_backend_cutoff,20->24,True,0.04446740666207579,cutoff/20-24/B/step/1/early_post_change/mean_photon,1,0.08,mean_photon,199,26194393801585178880644563,inconclusive,,0.0,2.607564649215651e-06,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.04447001422672501
B,1.2503207386818119e-15,12,within_backend_cutoff,20->24,True,9.71468879626094e-16,cutoff/20-24/B/step/1/early_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194389688630077841509933,inconclusive,,0.0,1.2503207386818119e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,2.221789618307906e-15
B,8.519145105039186e-06,12,within_backend_cutoff,20->24,True,0.0028121851624225472,cutoff/20-24/B/step/1/early_post_change/logical_survival,1,0.1,logical_survival,199,26194385609273451313750416,inconclusive,,0.0,8.519145105039186e-06,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.0028207043075275866
B,0.04138910173959386,12,within_backend_cutoff,20->24,True,0.059815138588744134,cutoff/20-24/B/step/1/late_post_change/mean_photon,1,0.08,mean_photon,199,26194388298171738303032626,inconclusive,,0.0,0.04138910173959386,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.101204240328338
B,1.878317850132799e-14,12,within_backend_cutoff,20->24,True,1.2530395777948074e-14,cutoff/20-24/B/step/1/late_post_change/level_probability_l1,1,0.1,level_probability_l1,199,26194383377456017158115235,inconclusive,,0.0,1.878317850132799e-14,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,3.1313574279276067e-14
B,0.00021269268830383665,12,within_backend_cutoff,20->24,True,0.00023717330910385964,cutoff/20-24/B/step/1/late_post_change/logical_survival,1,0.1,logical_survival,199,26194392363653957315298175,inconclusive,,0.0,0.00021269268830383665,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.0004498659974076963
A,0.12610762918904003,12,within_backend_cutoff,20->24,True,0.11812897067260178,cutoff/20-24/A/step/+/terminal_density,+,0.1,density_trace_distance,199,26194386357082344302842689,inconclusive,,4.032297464178896e-07,0.12610762918904003,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,terminal,0.24423700309138824
A,0.020357892917020653,12,within_backend_cutoff,20->24,True,0.032290989018142646,cutoff/20-24/A/step/+/pre_change/mean_photon,+,0.08,mean_photon,199,26194384839586350601919508,inconclusive,,0.0,0.020357892917020653,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.0526488819351633
A,1.8809209163997954e-16,12,within_backend_cutoff,20->24,True,1.7883865868504875e-16,cutoff/20-24/A/step/+/pre_change/level_probability_l1,+,0.1,level_probability_l1,199,26194387471350194994960092,inconclusive,,0.0,1.8809209163997954e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,3.669307503250283e-16
A,0.0004105694155051946,12,within_backend_cutoff,20->24,True,0.0019079103887574417,cutoff/20-24/A/step/+/pre_change/logical_survival,+,0.1,logical_survival,199,26194377041337864537301192,inconclusive,,0.0,0.0004105694155051946,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.002318479804262636
A,0.05558067887369819,12,within_backend_cutoff,20->24,True,0.05726411692200787,cutoff/20-24/A/step/+/early_post_change/mean_photon,+,0.08,mean_photon,199,26194393875379708915072269,inconclusive,,0.0,0.05558067887369819,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.11284479579570605
A,8.63413630284559e-16,12,within_backend_cutoff,20->24,True,7.241209752674188e-16,cutoff/20-24/A/step/+/early_post_change/level_probability_l1,+,0.1,level_probability_l1,199,26194382843068861814477558,inconclusive,,0.0,8.63413630284559e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,1.5875346055519778e-15
A,0.00019537625363523955,12,within_backend_cutoff,20->24,True,0.0005635811544197449,cutoff/20-24/A/step/+/early_post_change/logical_survival,+,0.1,logical_survival,199,26194382001865146721251551,inconclusive,,0.0,0.00019537625363523955,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.0007589574080549844
A,0.35943319951228897,12,within_backend_cutoff,20->24,True,0.2992661526935451,cutoff/20-24/A/step/+/late_post_change/mean_photon,+,0.08,mean_photon,199,26194382855607473270780053,inconclusive,,0.0,0.35943319951228897,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,late_post_change,0.6586993522058341
A,0.16666666666589275,12,within_backend_cutoff,20->24,True,0.12499999999941958,cutoff/20-24/A/step/+/late_post_change/level_probability_l1,+,0.1,level_probability_l1,199,26194383743914589246187123,inconclusive,,0.0,0.16666666666589275,step,CANDIDATE_EXPLORATORY_RISK_SIGNAL,False,late_post_change,0.2916666666653123
A,0.003109756414386806,12,within_backend_cutoff,20->24,True,0.0027517141360434596,cutoff/20-24/A/step/+/late_post_change/logical_survival,+,0.1,logical_survival,199,26194393707290350973748306,inconclusive,,0.0,0.003109756414386806,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.005861470550430266
B,0.030171333496134465,12,within_backend_cutoff,20->24,True,0.04450612917752052,cutoff/20-24/B/step/+/terminal_density,+,0.1,density_trace_distance,199,26194388711000178381160412,inconclusive,,4.071440842119703e-07,0.030171333496134465,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.07467786981773919
B,2.7822436395504485e-07,12,within_backend_cutoff,20->24,True,0.017022554265339607,cutoff/20-24/B/step/+/pre_change/mean_photon,+,0.08,mean_photon,199,26194377385534286181601548,inconclusive,,0.0,2.7822436395504485e-07,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.01702283248970356
B,1.2817562449366967e-16,12,within_backend_cutoff,20->24,True,1.0431326132645827e-16,cutoff/20-24/B/step/+/pre_change/level_probability_l1,+,0.1,level_probability_l1,199,26194386534804575898117727,inconclusive,,0.0,1.2817562449366967e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,2.3248888582012796e-16
B,8.654160476203229e-07,12,within_backend_cutoff,20->24,True,0.0016007781317009158,cutoff/20-24/B/step/+/pre_change/logical_survival,+,0.1,logical_survival,199,26194380748182163087543261,inconclusive,,0.0,8.654160476203229e-07,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.001601643547748536
B,0.003949387483653168,12,within_backend_cutoff,20->24,True,0.012583657029764014,cutoff/20-24/B/step/+/early_post_change/mean_photon,+,0.08,mean_photon,199,26194392146651131835693897,inconclusive,,0.0,0.003949387483653168,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.01653304451341718
B,3.1919822883247172e-15,12,within_backend_cutoff,20->24,True,2.465487023409682e-15,cutoff/20-24/B/step/+/early_post_change/level_probability_l1,+,0.1,level_probability_l1,199,26194391108793303669206419,inconclusive,,0.0,3.1919822883247172e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,5.657469311734399e-15
B,2.698211200684771e-05,12,within_backend_cutoff,20->24,True,0.0006981943341986541,cutoff/20-24/B/step/+/early_post_change/logical_survival,+,0.1,logical_survival,199,26194393831359392728701405,inconclusive,,0.0,2.698211200684771e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.0007251764462055018
B,0.016578180328794805,12,within_backend_cutoff,20->24,True,0.020597379940854976,cutoff/20-24/B/step/+/late_post_change/mean_photon,+,0.08,mean_photon,199,26194388473773528273070923,inconclusive,,0.0,0.016578180328794805,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.037175560269649785
B,6.378009523692036e-16,12,within_backend_cutoff,20->24,True,4.64489303176177e-16,cutoff/20-24/B/step/+/late_post_change/level_probability_l1,+,0.1,level_probability_l1,199,26194393237372651617448708,inconclusive,,0.0,6.378009523692036e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,1.1022902555453805e-15
B,0.0001328168971895099,12,within_backend_cutoff,20->24,True,0.00024433360408538524,cutoff/20-24/B/step/+/late_post_change/logical_survival,+,0.1,logical_survival,199,26194381588594243349122133,inconclusive,,0.0,0.0001328168971895099,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.0003771505012748951
A,0.033965639838923714,12,within_backend_cutoff,20->24,True,0.06392888843525812,cutoff/20-24/A/step/-/terminal_density,-,0.1,density_trace_distance,199,26194378469294479187963874,inconclusive,,4.172362884625765e-07,0.033965639838923714,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.0978949455104703
A,3.895051204165038e-07,12,within_backend_cutoff,20->24,True,0.08394601527339929,cutoff/20-24/A/step/-/pre_change/mean_photon,-,0.08,mean_photon,199,26194380996027333291633481,inconclusive,,0.0,3.895051204165038e-07,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.08394640477851971
A,6.597106920149154e-16,12,within_backend_cutoff,20->24,True,5.527654692858291e-16,cutoff/20-24/A/step/-/pre_change/level_probability_l1,-,0.1,level_probability_l1,199,26194378713267719649174708,inconclusive,,0.0,6.597106920149154e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,1.2124761613007445e-15
A,3.2527431316995794e-06,12,within_backend_cutoff,20->24,True,0.007688782728987681,cutoff/20-24/A/step/-/pre_change/logical_survival,-,0.1,logical_survival,199,26194386531570659414790372,inconclusive,,0.0,3.2527431316995794e-06,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.007692035472119381
A,0.027748624940127458,12,within_backend_cutoff,20->24,True,0.06560782344832505,cutoff/20-24/A/step/-/early_post_change/mean_photon,-,0.08,mean_photon,199,26194385992912372326173300,inconclusive,,0.0,0.027748624940127458,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.09335644838845251
A,1.7503534416836033e-17,12,within_backend_cutoff,20->24,True,1.3350449639936876e-17,cutoff/20-24/A/step/-/early_post_change/level_probability_l1,-,0.1,level_probability_l1,199,26194377472547250432957305,inconclusive,,0.0,1.7503534416836033e-17,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,3.085398405677291e-17
A,5.4680090767354954e-05,12,within_backend_cutoff,20->24,True,0.002652728940454247,cutoff/20-24/A/step/-/early_post_change/logical_survival,-,0.1,logical_survival,199,26194390418494404704300250,inconclusive,,0.0,5.4680090767354954e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.002707409031221602
A,0.044756141365780856,12,within_backend_cutoff,20->24,True,0.05912486347033467,cutoff/20-24/A/step/-/late_post_change/mean_photon,-,0.08,mean_photon,199,26194393262423108434768590,inconclusive,,0.0,0.044756141365780856,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.10388100483611552
A,1.0534020276357282e-15,12,within_backend_cutoff,20->24,True,8.937810106971301e-16,cutoff/20-24/A/step/-/late_post_change/level_probability_l1,-,0.1,level_probability_l1,199,26194392782672971754917404,inconclusive,,0.0,1.0534020276357282e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,1.947183038332858e-15
A,7.394184897694798e-05,12,within_backend_cutoff,20->24,True,0.0002021723155331429,cutoff/20-24/A/step/-/late_post_change/logical_survival,-,0.1,logical_survival,199,26194377680376653041243331,inconclusive,,0.0,7.394184897694798e-05,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.00027611416451009087
B,0.05801040256464128,12,within_backend_cutoff,20->24,True,0.08049145342669017,cutoff/20-24/B/step/-/terminal_density,-,0.1,density_trace_distance,199,26194381323602788413955634,inconclusive,,4.0912177649508513e-07,0.05801040256464128,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.13850226511310795
B,6.407664682068585e-07,12,within_backend_cutoff,20->24,True,0.08394551377902577,cutoff/20-24/B/step/-/pre_change/mean_photon,-,0.08,mean_photon,199,26194392941959643015266883,inconclusive,,0.0,6.407664682068585e-07,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,pre_change,0.08394615454549398
B,7.168912134999734e-15,12,within_backend_cutoff,20->24,True,9.550014865305798e-15,cutoff/20-24/B/step/-/pre_change/level_probability_l1,-,0.1,level_probability_l1,199,26194383167270375529135425,inconclusive,,0.0,7.168912134999734e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,1.671892700030553e-14
B,4.903466615125123e-06,12,within_backend_cutoff,20->24,True,0.00768805653110861,cutoff/20-24/B/step/-/pre_change/logical_survival,-,0.1,logical_survival,199,26194383267934284372525561,inconclusive,,0.0,4.903466615125123e-06,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.0076929599977237344
B,0.07667519430013132,12,within_backend_cutoff,20->24,True,0.11051428904238914,cutoff/20-24/B/step/-/early_post_change/mean_photon,-,0.08,mean_photon,199,26194386275300147809742267,inconclusive,,0.0,0.07667519430013132,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,early_post_change,0.18718948334252045
B,1.616016943589076e-14,12,within_backend_cutoff,20->24,True,1.0154277078997553e-14,cutoff/20-24/B/step/-/early_post_change/level_probability_l1,-,0.1,level_probability_l1,199,26194389029459750712671653,inconclusive,,0.0,1.616016943589076e-14,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,2.6314446514888312e-14
B,0.00032295767504312043,12,within_backend_cutoff,20->24,True,0.0028880950076450493,cutoff/20-24/B/step/-/early_post_change/logical_survival,-,0.1,logical_survival,199,26194386531943334305156283,inconclusive,,0.0,0.00032295767504312043,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.0032110526826881697
B,0.07744411492349158,12,within_backend_cutoff,20->24,True,0.09192966486517,cutoff/20-24/B/step/-/late_post_change/mean_photon,-,0.08,mean_photon,199,26194391040447540580400782,inconclusive,,0.0,0.07744411492349158,step,STRONG_EXPLORATORY_RISK_SIGNAL,True,late_post_change,0.16937377978866158
B,6.508504877687812e-15,12,within_backend_cutoff,20->24,True,4.85889920576223e-15,cutoff/20-24/B/step/-/late_post_change/level_probability_l1,-,0.1,level_probability_l1,199,26194383950240287187801020,inconclusive,,0.0,6.508504877687812e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,1.1367404083450042e-14
B,0.00016066305541892942,12,within_backend_cutoff,20->24,True,0.00030405721183158,cutoff/20-24/B/step/-/late_post_change/logical_survival,-,0.1,logical_survival,199,26194383537721373165547914,inconclusive,,0.0,0.00016066305541892942,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.00046472026725050944
A,0.04048294879525432,12,within_backend_cutoff,20->24,True,0.05119952451190092,cutoff/20-24/A/step/+i/terminal_density,+i,0.1,density_trace_distance,199,26194378991275134143485291,inconclusive,,4.071729533079709e-07,0.04048294879525432,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.09168288048010854
A,8.05999323394424e-07,12,within_backend_cutoff,20->24,True,0.05047309910503006,cutoff/20-24/A/step/+i/pre_change/mean_photon,+i,0.08,mean_photon,199,26194393270603051585047489,inconclusive,,0.0,8.05999323394424e-07,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.050473905104353456
A,3.833508595266424e-13,12,within_backend_cutoff,20->24,True,2.8753626676172677e-13,cutoff/20-24/A/step/+i/pre_change/level_probability_l1,+i,0.1,level_probability_l1,199,26194385145096675262550101,inconclusive,,0.0,3.833508595266424e-13,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,6.708871262883692e-13
A,2.3439904620244554e-06,12,within_backend_cutoff,20->24,True,0.004989919069989912,cutoff/20-24/A/step/+i/pre_change/logical_survival,+i,0.1,logical_survival,199,26194392511708656137829647,inconclusive,,0.0,2.3439904620244554e-06,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.004992263060451936
A,0.039116074424186124,12,within_backend_cutoff,20->24,True,0.05673180170329343,cutoff/20-24/A/step/+i/early_post_change/mean_photon,+i,0.08,mean_photon,199,26194382008906719484508001,inconclusive,,0.0,0.039116074424186124,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.09584787612747955
A,1.6299283369535672e-18,12,within_backend_cutoff,20->24,True,1.246412303900944e-18,cutoff/20-24/A/step/+i/early_post_change/level_probability_l1,+i,0.1,level_probability_l1,199,26194386066180493506011419,inconclusive,,0.0,1.6299283369535672e-18,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,2.8763406408545113e-18
A,0.00023816548150775035,12,within_backend_cutoff,20->24,True,0.0019266014868207688,cutoff/20-24/A/step/+i/early_post_change/logical_survival,+i,0.1,logical_survival,199,26194394550302947464413411,inconclusive,,0.0,0.00023816548150775035,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,early_post_change,0.002164766968328519
A,0.04878580320066894,12,within_backend_cutoff,20->24,True,0.0512804422580635,cutoff/20-24/A/step/+i/late_post_change/mean_photon,+i,0.08,mean_photon,199,26194383578931205996682248,inconclusive,,0.0,0.04878580320066894,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.10006624545873244
A,1.4663910000877568e-15,12,within_backend_cutoff,20->24,True,7.938475480869508e-16,cutoff/20-24/A/step/+i/late_post_change/level_probability_l1,+i,0.1,level_probability_l1,199,26194378298583136294184602,inconclusive,,0.0,1.4663910000877568e-15,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,2.2602385481747077e-15
A,0.00016667803653922647,12,within_backend_cutoff,20->24,True,5.2890133408187157e-05,cutoff/20-24/A/step/+i/late_post_change/logical_survival,+i,0.1,logical_survival,199,26194382008773161752699742,inconclusive,,0.0,0.00016667803653922647,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,late_post_change,0.00021956816994741363
B,0.0005753774792479719,12,within_backend_cutoff,20->24,True,0.031163125509296893,cutoff/20-24/B/step/+i/terminal_density,+i,0.1,density_trace_distance,199,26194391905281250089622843,inconclusive,,4.204533279523262e-07,0.0005753774792479719,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,terminal,0.03173892344187282
B,9.107633615184721e-07,12,within_backend_cutoff,20->24,True,0.05047386008611202,cutoff/20-24/B/step/+i/pre_change/mean_photon,+i,0.08,mean_photon,199,26194389104790125625036575,inconclusive,,0.0,9.107633615184721e-07,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,0.05047477084947354
B,7.170940936050502e-16,12,within_backend_cutoff,20->24,True,6.147346964948604e-16,cutoff/20-24/B/step/+i/pre_change/level_probability_l1,+i,0.1,level_probability_l1,199,26194378752542555795135103,inconclusive,,0.0,7.170940936050502e-16,step,NO_LARGE_SIGNAL_INCONCLUSIVE,False,pre_change,1.3318287900999106e-15
