profile_id,curve_axis,axis_value,bank_fault_mode,seed,logical_error_rate,prediction_disagreement_vs_float,maximum_bank_age_windows,fault_events,adc_bits,lut_address_bits,llr_word_bits,threshold_word_bits,state_bits,update_period_windows,total_dual_bank_storage_bits,replay_window_bits,update_payload_bits,mean_update_payload_bits_per_window,target_hardware_measured,synthesis_measured
axis_lut_address_bits_8,lut_address_bits,8.0,none,101,0.031619094488188976,0.00018454724409448819,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_lut_address_bits_8,lut_address_bits,8.0,none,211,0.03188053641732284,0.00013841043307086614,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_lut_address_bits_8,lut_address_bits,8.0,none,307,0.0308962844488189,0.00016916830708661417,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_lut_address_bits_8,lut_address_bits,8.0,none,401,0.031219242125984252,0.00013841043307086614,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_lut_address_bits_8,lut_address_bits,8.0,none,503,0.031219242125984252,0.00024606299212598425,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_lut_address_bits_8,lut_address_bits,8.0,none,607,0.030127337598425195,0.00018454724409448819,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_lut_address_bits_8,lut_address_bits,8.0,none,709,0.032065083661417325,0.00016916830708661417,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_lut_address_bits_8,lut_address_bits,8.0,none,811,0.03051181102362205,0.00012303149606299212,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_llr_fractional_bits_0,llr_fractional_bits,0.0,none,101,0.030419537401574805,0.0015378937007874017,1,0,10,8,4,10,12,1,2116,2560,1058,1058.0,False,False
axis_llr_fractional_bits_0,llr_fractional_bits,0.0,none,211,0.031003937007874016,0.0011995570866141733,1,0,10,8,4,10,12,1,2116,2560,1058,1058.0,False,False
axis_llr_fractional_bits_0,llr_fractional_bits,0.0,none,307,0.03014271653543307,0.0011687992125984253,1,0,10,8,4,10,12,1,2116,2560,1058,1058.0,False,False
axis_llr_fractional_bits_0,llr_fractional_bits,0.0,none,401,0.03011195866141732,0.0014917568897637795,1,0,10,8,4,10,12,1,2116,2560,1058,1058.0,False,False
axis_llr_fractional_bits_0,llr_fractional_bits,0.0,none,503,0.03035802165354331,0.0014148622047244095,1,0,10,8,4,10,12,1,2116,2560,1058,1058.0,False,False
axis_llr_fractional_bits_0,llr_fractional_bits,0.0,none,607,0.029466043307086614,0.0012456938976377952,1,0,10,8,4,10,12,1,2116,2560,1058,1058.0,False,False
axis_llr_fractional_bits_0,llr_fractional_bits,0.0,none,709,0.031111589566929134,0.0014302411417322835,1,0,10,8,4,10,12,1,2116,2560,1058,1058.0,False,False
axis_llr_fractional_bits_0,llr_fractional_bits,0.0,none,811,0.02952755905511811,0.0012303149606299212,1,0,10,8,4,10,12,1,2116,2560,1058,1058.0,False,False
axis_llr_fractional_bits_1,llr_fractional_bits,1.0,none,101,0.03163447342519685,0.00016916830708661417,1,0,10,8,5,10,12,1,2628,2560,1314,1314.0,False,False
axis_llr_fractional_bits_1,llr_fractional_bits,1.0,none,211,0.03183439960629921,0.00015378937007874016,1,0,10,8,5,10,12,1,2628,2560,1314,1314.0,False,False
axis_llr_fractional_bits_1,llr_fractional_bits,1.0,none,307,0.030911663385826772,0.00015378937007874016,1,0,10,8,5,10,12,1,2628,2560,1314,1314.0,False,False
axis_llr_fractional_bits_1,llr_fractional_bits,1.0,none,401,0.031188484251968504,0.00013841043307086614,1,0,10,8,5,10,12,1,2628,2560,1314,1314.0,False,False
axis_llr_fractional_bits_1,llr_fractional_bits,1.0,none,503,0.031234621062992126,0.0002614419291338583,1,0,10,8,5,10,12,1,2628,2560,1314,1314.0,False,False
axis_llr_fractional_bits_1,llr_fractional_bits,1.0,none,607,0.0300658218503937,0.00018454724409448819,1,0,10,8,5,10,12,1,2628,2560,1314,1314.0,False,False
axis_llr_fractional_bits_1,llr_fractional_bits,1.0,none,709,0.03200356791338583,0.00016916830708661417,1,0,10,8,5,10,12,1,2628,2560,1314,1314.0,False,False
axis_llr_fractional_bits_1,llr_fractional_bits,1.0,none,811,0.030527189960629923,0.00010765255905511811,1,0,10,8,5,10,12,1,2628,2560,1314,1314.0,False,False
axis_llr_fractional_bits_2,llr_fractional_bits,2.0,none,101,0.03197281003937008,0.0006920521653543307,1,0,10,8,6,10,12,1,3140,2560,1570,1570.0,False,False
axis_llr_fractional_bits_2,llr_fractional_bits,2.0,none,211,0.03226500984251968,0.0006459153543307087,1,0,10,8,6,10,12,1,3140,2560,1570,1570.0,False,False
axis_llr_fractional_bits_2,llr_fractional_bits,2.0,none,307,0.031203863188976378,0.0006612942913385827,1,0,10,8,6,10,12,1,3140,2560,1570,1570.0,False,False
axis_llr_fractional_bits_2,llr_fractional_bits,2.0,none,401,0.03157295767716536,0.0004921259842519685,1,0,10,8,6,10,12,1,3140,2560,1570,1570.0,False,False
axis_llr_fractional_bits_2,llr_fractional_bits,2.0,none,503,0.031649852362204724,0.0006766732283464567,1,0,10,8,6,10,12,1,3140,2560,1570,1570.0,False,False
axis_llr_fractional_bits_2,llr_fractional_bits,2.0,none,607,0.030696358267716536,0.0005997785433070866,1,0,10,8,6,10,12,1,3140,2560,1570,1570.0,False,False
axis_llr_fractional_bits_2,llr_fractional_bits,2.0,none,709,0.032372662401574805,0.0005382627952755906,1,0,10,8,6,10,12,1,3140,2560,1570,1570.0,False,False
axis_llr_fractional_bits_2,llr_fractional_bits,2.0,none,811,0.0308962844488189,0.0004459891732283465,1,0,10,8,6,10,12,1,3140,2560,1570,1570.0,False,False
axis_llr_fractional_bits_4,llr_fractional_bits,4.0,none,101,0.031649852362204724,0.00021530511811023622,1,0,10,8,8,10,12,1,4164,2560,2082,2082.0,False,False
axis_llr_fractional_bits_4,llr_fractional_bits,4.0,none,211,0.03189591535433071,0.00015378937007874016,1,0,10,8,8,10,12,1,4164,2560,2082,2082.0,False,False
axis_llr_fractional_bits_4,llr_fractional_bits,4.0,none,307,0.030911663385826772,0.00018454724409448819,1,0,10,8,8,10,12,1,4164,2560,2082,2082.0,False,False
axis_llr_fractional_bits_4,llr_fractional_bits,4.0,none,401,0.03128075787401575,0.00010765255905511811,1,0,10,8,8,10,12,1,4164,2560,2082,2082.0,False,False
axis_llr_fractional_bits_4,llr_fractional_bits,4.0,none,503,0.031311515748031496,0.00018454724409448819,1,0,10,8,8,10,12,1,4164,2560,2082,2082.0,False,False
axis_llr_fractional_bits_4,llr_fractional_bits,4.0,none,607,0.030158095472440943,0.00021530511811023622,1,0,10,8,8,10,12,1,4164,2560,2082,2082.0,False,False
axis_llr_fractional_bits_4,llr_fractional_bits,4.0,none,709,0.03211122047244094,0.00015378937007874016,1,0,10,8,8,10,12,1,4164,2560,2082,2082.0,False,False
axis_llr_fractional_bits_4,llr_fractional_bits,4.0,none,811,0.030604084645669292,0.00015378937007874016,1,0,10,8,8,10,12,1,4164,2560,2082,2082.0,False,False
axis_llr_fractional_bits_6,llr_fractional_bits,6.0,none,101,0.031619094488188976,0.00018454724409448819,1,0,10,8,10,10,12,1,5188,2560,2594,2594.0,False,False
axis_llr_fractional_bits_6,llr_fractional_bits,6.0,none,211,0.03188053641732284,0.00013841043307086614,1,0,10,8,10,10,12,1,5188,2560,2594,2594.0,False,False
axis_llr_fractional_bits_6,llr_fractional_bits,6.0,none,307,0.0308962844488189,0.00016916830708661417,1,0,10,8,10,10,12,1,5188,2560,2594,2594.0,False,False
axis_llr_fractional_bits_6,llr_fractional_bits,6.0,none,401,0.031203863188976378,0.00012303149606299212,1,0,10,8,10,10,12,1,5188,2560,2594,2594.0,False,False
axis_llr_fractional_bits_6,llr_fractional_bits,6.0,none,503,0.031234621062992126,0.0002614419291338583,1,0,10,8,10,10,12,1,5188,2560,2594,2594.0,False,False
axis_llr_fractional_bits_6,llr_fractional_bits,6.0,none,607,0.030127337598425195,0.00018454724409448819,1,0,10,8,10,10,12,1,5188,2560,2594,2594.0,False,False
axis_llr_fractional_bits_6,llr_fractional_bits,6.0,none,709,0.03204970472440945,0.00018454724409448819,1,0,10,8,10,10,12,1,5188,2560,2594,2594.0,False,False
axis_llr_fractional_bits_6,llr_fractional_bits,6.0,none,811,0.03051181102362205,0.00012303149606299212,1,0,10,8,10,10,12,1,5188,2560,2594,2594.0,False,False
axis_llr_fractional_bits_8,llr_fractional_bits,8.0,none,101,0.031619094488188976,0.00018454724409448819,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_llr_fractional_bits_8,llr_fractional_bits,8.0,none,211,0.03188053641732284,0.00013841043307086614,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_llr_fractional_bits_8,llr_fractional_bits,8.0,none,307,0.0308962844488189,0.00016916830708661417,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_llr_fractional_bits_8,llr_fractional_bits,8.0,none,401,0.031219242125984252,0.00013841043307086614,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_llr_fractional_bits_8,llr_fractional_bits,8.0,none,503,0.031219242125984252,0.00024606299212598425,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_llr_fractional_bits_8,llr_fractional_bits,8.0,none,607,0.030127337598425195,0.00018454724409448819,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_llr_fractional_bits_8,llr_fractional_bits,8.0,none,709,0.032065083661417325,0.00016916830708661417,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_llr_fractional_bits_8,llr_fractional_bits,8.0,none,811,0.03051181102362205,0.00012303149606299212,1,0,10,8,12,10,12,1,6212,2560,3106,3106.0,False,False
axis_threshold_fractional_bits_1,threshold_fractional_bits,1.0,none,101,0.03220349409448819,0.0011072834645669291,1,0,10,8,12,2,12,1,6196,2560,3098,3098.0,False,False
axis_threshold_fractional_bits_1,threshold_fractional_bits,1.0,none,211,0.03257258858267716,0.0012610728346456692,1,0,10,8,12,2,12,1,6196,2560,3098,3098.0,False,False
axis_threshold_fractional_bits_1,threshold_fractional_bits,1.0,none,307,0.03168061023622047,0.0015071358267716535,1,0,10,8,12,2,12,1,6196,2560,3098,3098.0,False,False
axis_threshold_fractional_bits_1,threshold_fractional_bits,1.0,none,401,0.032080462598425195,0.0011841781496062993,1,0,10,8,12,2,12,1,6196,2560,3098,3098.0,False,False
axis_threshold_fractional_bits_1,threshold_fractional_bits,1.0,none,503,0.031926673228346455,0.0011687992125984253,1,0,10,8,12,2,12,1,6196,2560,3098,3098.0,False,False
axis_threshold_fractional_bits_1,threshold_fractional_bits,1.0,none,607,0.031142347440944882,0.0012610728346456692,1,0,10,8,12,2,12,1,6196,2560,3098,3098.0,False,False
axis_threshold_fractional_bits_1,threshold_fractional_bits,1.0,none,709,0.03308009350393701,0.0013687253937007874,1,0,10,8,12,2,12,1,6196,2560,3098,3098.0,False,False
axis_threshold_fractional_bits_1,threshold_fractional_bits,1.0,none,811,0.031219242125984252,0.0009227362204724409,1,0,10,8,12,2,12,1,6196,2560,3098,3098.0,False,False
axis_threshold_fractional_bits_2,threshold_fractional_bits,2.0,none,101,0.031603715551181105,0.00016916830708661417,1,0,10,8,12,3,12,1,6198,2560,3099,3099.0,False,False
axis_threshold_fractional_bits_2,threshold_fractional_bits,2.0,none,211,0.03183439960629921,0.00015378937007874016,1,0,10,8,12,3,12,1,6198,2560,3099,3099.0,False,False
axis_threshold_fractional_bits_2,threshold_fractional_bits,2.0,none,307,0.030927042322834646,0.00013841043307086614,1,0,10,8,12,3,12,1,6198,2560,3099,3099.0,False,False
axis_threshold_fractional_bits_2,threshold_fractional_bits,2.0,none,401,0.031203863188976378,0.00015378937007874016,1,0,10,8,12,3,12,1,6198,2560,3099,3099.0,False,False
